owner_or_insured_id,Age,Gender,Education_Level
10174,46,M,Tertiary
3533,80,M,Tertiary
9684,46,F,Secondary
10630,65,M,Tertiary
3855,45,M,Secondary
4434,46,F,Tertiary
9832,34,F,Primary_or_below
6220,68,F,Tertiary
3684,34,M,Primary_or_below
10011,40,F,Tertiary
10956,19,M,Primary_or_below
10022,76,F,Secondary
10861,78,F,Secondary
8989,69,M,Secondary
9635,22,M,Secondary
3535,56,M,Tertiary
5755,44,F,Tertiary
5941,28,F,Primary_or_below
1645,19,F,Primary_or_below
5812,66,M,Tertiary
2131,50,F,Primary_or_below
8472,29,F,Secondary
6267,68,M,Secondary
10227,69,F,Primary_or_below
3585,68,F,Secondary
4154,72,F,Secondary
10543,68,F,Primary_or_below
3750,26,M,Tertiary
10158,35,F,Primary_or_below
10701,52,M,Secondary
5832,35,M,Tertiary
10262,34,M,Secondary
6238,41,F,Primary_or_below
1801,58,F,Primary_or_below
4948,71,M,Tertiary
10933,27,F,Primary_or_below
1022,67,M,Primary_or_below
1194,69,F,Primary_or_below
1037,32,M,Primary_or_below
4010,25,F,Secondary
8544,41,F,Secondary
9600,33,F,Secondary
10802,65,M,Secondary
3099,33,F,Tertiary
8660,32,M,Secondary
7194,55,M,Primary_or_below
5957,61,F,Secondary
3601,57,M,Tertiary
3700,62,M,Tertiary
5237,61,M,Primary_or_below
9302,27,M,Secondary
4377,66,F,Primary_or_below
9070,37,M,Tertiary
1748,71,M,Primary_or_below
9458,41,F,Primary_or_below
4998,27,M,Tertiary
10388,42,M,Tertiary
9399,36,M,Secondary
8344,25,F,Tertiary
1375,30,F,Primary_or_below
4279,72,M,Secondary
6268,61,F,Tertiary
7774,61,F,Tertiary
3448,57,M,Primary_or_below
2397,31,M,Tertiary
2290,64,M,Primary_or_below
5892,66,M,Secondary
3597,21,F,Tertiary
2695,49,F,Secondary
2816,25,M,Primary_or_below
2827,21,F,Secondary
2852,37,F,Primary_or_below
3876,70,M,Primary_or_below
5155,79,M,Secondary
2969,46,M,Tertiary
9810,77,F,Tertiary
5172,75,M,Primary_or_below
9532,43,F,Secondary
3105,64,F,Secondary
1045,75,M,Secondary
3084,59,F,Primary_or_below
9008,58,M,Tertiary
7623,23,F,Tertiary
1894,53,M,Tertiary
3154,48,F,Secondary
10387,65,F,Secondary
3715,74,M,Secondary
5996,44,M,Primary_or_below
8611,44,M,Primary_or_below
3329,33,F,Tertiary
10901,27,M,Secondary
3425,63,M,Primary_or_below
5695,78,M,Tertiary
3078,26,M,Tertiary
7598,37,M,Tertiary
7639,71,F,Secondary
10943,62,M,Primary_or_below
3992,46,F,Tertiary
3656,22,F,Secondary
7729,77,F,Secondary
5888,36,F,Primary_or_below
6512,26,F,Secondary
3706,66,M,Tertiary
1721,75,F,Secondary
3716,73,M,Primary_or_below
9573,30,F,Primary_or_below
4129,77,F,Secondary
8283,39,F,Secondary
3758,80,F,Primary_or_below
3774,73,F,Primary_or_below
3822,71,F,Primary_or_below
3420,52,M,Secondary
7716,33,F,Primary_or_below
4622,70,F,Tertiary
10713,66,M,Tertiary
3067,56,F,Primary_or_below
2463,40,F,Primary_or_below
5660,28,F,Tertiary
2568,32,F,Tertiary
4724,61,M,Secondary
5469,64,F,Secondary
3781,25,M,Tertiary
6828,38,M,Primary_or_below
6613,24,M,Primary_or_below
3946,50,M,Tertiary
5201,73,F,Primary_or_below
2174,31,F,Tertiary
9941,53,F,Primary_or_below
7481,43,M,Primary_or_below
9051,61,F,Tertiary
9339,32,M,Tertiary
1018,33,M,Tertiary
1547,19,F,Secondary
6411,37,F,Secondary
5686,40,F,Secondary
5066,30,F,Secondary
5210,74,M,Tertiary
1860,21,F,Tertiary
5273,77,F,Primary_or_below
7422,42,M,Secondary
6676,25,M,Tertiary
5117,30,M,Primary_or_below
3492,18,M,Secondary
5437,74,M,Primary_or_below
6765,31,M,Primary_or_below
10650,43,M,Tertiary
2010,65,M,Primary_or_below
5513,46,M,Secondary
7511,60,M,Primary_or_below
6253,20,F,Secondary
3644,69,M,Primary_or_below
5742,31,F,Primary_or_below
5104,79,F,Primary_or_below
1888,52,M,Secondary
5815,39,F,Tertiary
8147,50,M,Tertiary
10598,43,M,Secondary
5935,40,F,Tertiary
6496,60,M,Primary_or_below
7102,68,M,Secondary
4112,68,M,Primary_or_below
2328,24,F,Primary_or_below
7249,37,F,Primary_or_below
2819,34,F,Tertiary
3131,18,F,Tertiary
5370,38,F,Secondary
3012,46,M,Tertiary
6229,21,M,Tertiary
6241,68,F,Primary_or_below
7895,49,M,Tertiary
3064,38,M,Secondary
6385,23,M,Tertiary
6202,23,M,Primary_or_below
1996,53,F,Secondary
1429,51,F,Primary_or_below
6464,27,M,Secondary
6526,37,M,Tertiary
5843,44,F,Primary_or_below
6627,44,F,Tertiary
6630,48,F,Primary_or_below
8397,47,F,Secondary
5193,38,F,Secondary
10663,48,M,Tertiary
6680,29,M,Primary_or_below
10792,64,M,Tertiary
6815,44,F,Tertiary
10313,30,F,Primary_or_below
6925,55,F,Tertiary
5339,38,M,Tertiary
4613,58,F,Tertiary
7060,66,F,Tertiary
2368,58,M,Primary_or_below
2818,77,M,Primary_or_below
10835,23,F,Secondary
9880,68,M,Primary_or_below
1433,40,M,Primary_or_below
1771,27,M,Primary_or_below
8038,34,F,Tertiary
5821,79,M,Tertiary
6158,45,F,Primary_or_below
1869,39,M,Secondary
7455,65,F,Tertiary
9719,47,F,Secondary
3289,39,M,Secondary
4555,61,M,Secondary
2579,75,M,Secondary
3883,59,M,Tertiary
10585,27,M,Tertiary
7912,44,F,Tertiary
7866,34,M,Tertiary
3013,66,F,Secondary
10045,36,M,Secondary
7922,79,F,Tertiary
5573,44,M,Tertiary
3467,71,F,Tertiary
5737,18,M,Tertiary
8017,45,M,Primary_or_below
5891,40,F,Primary_or_below
3899,72,F,Primary_or_below
8061,46,M,Primary_or_below
3514,51,M,Primary_or_below
3866,20,F,Primary_or_below
5239,18,F,Primary_or_below
8325,80,F,Tertiary
2079,18,M,Secondary
3771,32,M,Tertiary
8137,80,M,Secondary
9676,74,F,Tertiary
8159,24,F,Secondary
1842,57,M,Secondary
10146,59,F,Tertiary
2447,33,F,Secondary
8173,30,M,Primary_or_below
4513,40,F,Secondary
1927,24,F,Secondary
8628,26,M,Primary_or_below
6483,77,M,Primary_or_below
5900,49,F,Tertiary
2245,27,M,Primary_or_below
9294,48,M,Primary_or_below
9792,32,F,Primary_or_below
3671,58,F,Secondary
5131,49,F,Primary_or_below
8245,60,F,Tertiary
2072,28,M,Tertiary
5879,18,M,Primary_or_below
9124,24,M,Primary_or_below
2640,37,M,Tertiary
1720,71,M,Primary_or_below
9286,30,F,Secondary
4423,74,F,Tertiary
7525,28,M,Secondary
5635,77,M,Secondary
3504,53,F,Primary_or_below
10770,22,F,Primary_or_below
8721,29,M,Secondary
4986,41,F,Secondary
9046,44,M,Tertiary
9767,32,M,Secondary
1134,27,M,Primary_or_below
6066,27,M,Primary_or_below
5632,65,M,Tertiary
3273,78,M,Primary_or_below
6443,34,F,Primary_or_below
9413,66,F,Tertiary
9682,40,F,Tertiary
10169,27,F,Secondary
10171,35,M,Tertiary
10981,51,M,Primary_or_below
4861,55,M,Secondary
10278,58,F,Primary_or_below
8153,27,M,Secondary
8730,69,F,Secondary
8703,65,F,Tertiary
6297,41,M,Secondary
4485,75,F,Tertiary
6743,27,M,Primary_or_below
1009,26,M,Primary_or_below
10168,24,F,Tertiary
5025,35,M,Secondary
10523,65,F,Tertiary
1516,30,F,Secondary
4958,64,M,Primary_or_below
9476,53,M,Primary_or_below
7757,44,M,Tertiary
1219,67,M,Tertiary
9237,80,F,Tertiary
6780,55,F,Secondary
7608,34,F,Secondary
7080,54,F,Primary_or_below
9486,69,F,Secondary
3699,22,M,Tertiary
7551,51,M,Tertiary
2400,39,F,Primary_or_below
2470,19,F,Tertiary
1652,50,M,Primary_or_below
4250,76,F,Primary_or_below
3074,61,F,Secondary
1226,24,F,Tertiary
5224,23,M,Secondary
1312,19,M,Tertiary
10806,29,F,Tertiary
1315,64,F,Primary_or_below
1407,35,M,Tertiary
10407,60,F,Secondary
1530,67,M,Tertiary
1463,44,M,Secondary
5610,37,F,Tertiary
4968,45,F,Secondary
3887,63,F,Primary_or_below
1746,47,F,Primary_or_below
4506,31,M,Secondary
1024,32,F,Tertiary
2329,62,F,Tertiary
1162,54,F,Primary_or_below
4752,74,M,Secondary
2261,21,M,Tertiary
2162,32,M,Secondary
10455,33,M,Tertiary
8499,55,F,Primary_or_below
2226,71,F,Secondary
10244,73,F,Primary_or_below
7198,19,M,Tertiary
2224,38,M,Tertiary
8307,75,F,Tertiary
7990,67,M,Tertiary
9468,38,F,Secondary
2530,71,F,Primary_or_below
2528,25,F,Secondary
9420,78,M,Tertiary
6060,78,F,Secondary
3745,19,M,Tertiary
4089,61,F,Tertiary
5628,77,F,Tertiary
7956,28,F,Tertiary
7931,75,F,Primary_or_below
2830,61,M,Primary_or_below
2797,57,F,Tertiary
2997,57,F,Tertiary
7890,52,M,Tertiary
1241,74,M,Secondary
2312,42,F,Secondary
2503,78,M,Secondary
9253,35,F,Primary_or_below
3755,72,M,Primary_or_below
3038,43,M,Primary_or_below
6653,32,M,Secondary
7257,64,F,Tertiary
3260,29,F,Secondary
3271,34,F,Secondary
3298,33,M,Primary_or_below
1629,21,M,Secondary
3534,51,F,Tertiary
3390,53,M,Primary_or_below
9230,62,M,Secondary
3418,25,F,Secondary
5295,38,F,Primary_or_below
4268,80,F,Secondary
9569,52,F,Primary_or_below
3690,29,M,Primary_or_below
7164,59,F,Tertiary
4715,56,F,Primary_or_below
8009,73,F,Secondary
9502,68,M,Secondary
3510,55,F,Tertiary
9610,55,F,Tertiary
9499,42,M,Primary_or_below
10242,55,M,Primary_or_below
8233,72,M,Tertiary
5012,20,F,Secondary
3811,47,M,Tertiary
4391,32,M,Secondary
3666,42,F,Secondary
2904,26,F,Secondary
1983,77,F,Secondary
3230,63,M,Tertiary
9326,39,M,Primary_or_below
9140,25,M,Primary_or_below
3719,69,M,Secondary
10766,47,M,Secondary
8467,28,M,Secondary
2803,35,F,Tertiary
4831,71,M,Tertiary
4774,18,F,Secondary
8339,73,F,Primary_or_below
7356,70,F,Tertiary
9450,20,M,Tertiary
3288,56,M,Primary_or_below
6644,70,F,Secondary
1978,76,M,Tertiary
4270,27,F,Tertiary
1282,54,M,Secondary
8875,71,F,Tertiary
4032,32,M,Tertiary
8864,68,M,Tertiary
3692,46,M,Primary_or_below
3350,41,M,Secondary
5423,32,M,Tertiary
9295,46,F,Secondary
4013,39,F,Tertiary
4527,20,M,Tertiary
5704,49,M,Primary_or_below
5009,52,M,Tertiary
4587,37,F,Secondary
7392,34,F,Primary_or_below
1727,79,M,Primary_or_below
9868,18,F,Primary_or_below
1456,70,M,Primary_or_below
6832,50,M,Primary_or_below
7108,46,M,Secondary
8917,18,F,Primary_or_below
6070,58,M,Secondary
4795,36,M,Tertiary
7244,22,M,Secondary
4855,80,F,Secondary
3669,63,M,Tertiary
4956,24,F,Secondary
5279,67,M,Tertiary
1438,37,F,Primary_or_below
9292,47,F,Tertiary
5109,59,M,Primary_or_below
6845,71,F,Secondary
5074,65,M,Tertiary
5136,41,F,Secondary
4133,53,M,Primary_or_below
5166,60,M,Tertiary
10561,20,F,Tertiary
6382,58,M,Secondary
6233,74,F,Primary_or_below
10494,34,F,Tertiary
2054,32,F,Tertiary
5330,61,F,Primary_or_below
10382,33,F,Tertiary
1944,66,F,Primary_or_below
3818,50,F,Tertiary
5477,41,F,Primary_or_below
5079,42,F,Primary_or_below
1956,20,M,Tertiary
3924,49,F,Secondary
5499,58,M,Secondary
9734,32,M,Secondary
5535,75,M,Secondary
5094,69,F,Tertiary
9374,44,F,Primary_or_below
2457,19,F,Secondary
5640,25,F,Tertiary
6299,68,F,Secondary
8425,43,F,Secondary
9836,35,F,Primary_or_below
4943,43,M,Secondary
9364,53,M,Tertiary
8438,34,F,Primary_or_below
9213,73,M,Primary_or_below
6876,32,F,Tertiary
3225,43,M,Primary_or_below
10958,59,F,Primary_or_below
4242,63,M,Primary_or_below
5962,52,F,Secondary
5068,31,F,Secondary
5947,37,F,Secondary
1928,77,M,Tertiary
3008,40,F,Tertiary
6011,21,F,Tertiary
10214,50,F,Secondary
6081,29,M,Primary_or_below
7201,52,F,Secondary
4303,63,M,Primary_or_below
5047,75,F,Secondary
8837,40,M,Tertiary
9701,36,F,Secondary
8480,18,F,Secondary
8742,28,F,Secondary
6367,50,M,Secondary
6370,44,M,Tertiary
1741,63,M,Tertiary
1141,57,F,Secondary
10990,64,M,Tertiary
6428,34,M,Secondary
5653,42,F,Tertiary
9358,52,M,Secondary
3896,25,M,Tertiary
4533,40,F,Tertiary
5771,34,F,Tertiary
6524,42,F,Primary_or_below
10547,79,M,Primary_or_below
9985,61,M,Primary_or_below
9216,72,M,Tertiary
3832,80,M,Primary_or_below
6610,33,F,Primary_or_below
6095,58,F,Secondary
7904,53,F,Tertiary
3765,39,M,Primary_or_below
2370,65,F,Secondary
6802,41,M,Primary_or_below
7677,52,F,Primary_or_below
10716,78,F,Primary_or_below
3370,66,F,Secondary
4208,33,F,Secondary
6981,67,F,Tertiary
10795,18,M,Secondary
3546,48,F,Secondary
5826,25,F,Primary_or_below
7832,37,M,Secondary
2055,21,M,Secondary
4345,62,F,Primary_or_below
5847,66,F,Tertiary
7290,22,M,Primary_or_below
5454,74,M,Primary_or_below
7989,32,F,Tertiary
5005,26,M,Primary_or_below
2713,22,M,Tertiary
2361,47,M,Tertiary
3171,65,F,Primary_or_below
10327,51,M,Secondary
10028,60,F,Primary_or_below
4792,39,M,Tertiary
2856,45,F,Primary_or_below
5645,69,M,Tertiary
4500,33,M,Primary_or_below
1061,78,M,Tertiary
3436,55,M,Tertiary
2025,49,F,Primary_or_below
7691,76,F,Secondary
7728,26,F,Tertiary
8572,71,M,Secondary
3787,65,M,Secondary
4519,37,M,Primary_or_below
10370,78,F,Secondary
1019,69,M,Primary_or_below
3614,59,M,Tertiary
5798,52,F,Primary_or_below
10029,27,M,Primary_or_below
8021,61,M,Secondary
9126,43,M,Secondary
1769,71,F,Tertiary
3572,61,M,Secondary
6983,79,M,Tertiary
5364,35,M,Primary_or_below
8123,62,M,Tertiary
7787,77,F,Tertiary
1560,43,M,Primary_or_below
8312,20,F,Secondary
9094,67,F,Tertiary
3522,71,M,Primary_or_below
9657,79,M,Primary_or_below
8421,74,F,Secondary
8423,73,F,Primary_or_below
6549,55,F,Tertiary
8455,77,F,Primary_or_below
2808,74,M,Tertiary
7430,32,F,Secondary
1055,53,M,Tertiary
8487,29,M,Primary_or_below
5481,40,M,Primary_or_below
10892,75,M,Tertiary
4736,43,M,Tertiary
5333,70,M,Primary_or_below
10967,27,F,Tertiary
8529,57,M,Tertiary
10323,24,F,Tertiary
6587,40,M,Tertiary
4081,31,F,Tertiary
8583,73,M,Primary_or_below
6016,69,F,Primary_or_below
2288,27,F,Secondary
9778,25,M,Secondary
3589,43,F,Primary_or_below
2652,60,M,Tertiary
8629,70,M,Primary_or_below
9656,79,F,Primary_or_below
9169,41,F,Primary_or_below
1965,73,M,Primary_or_below
5930,51,M,Tertiary
8567,63,F,Tertiary
4879,45,F,Tertiary
2881,63,M,Tertiary
7680,58,F,Secondary
4954,45,M,Primary_or_below
6255,22,M,Primary_or_below
2831,75,F,Secondary
2093,22,F,Tertiary
6976,58,F,Primary_or_below
9271,52,M,Secondary
10562,72,M,Secondary
8194,70,M,Tertiary
2475,43,M,Secondary
9611,75,F,Secondary
4401,58,F,Tertiary
9255,78,M,Primary_or_below
5060,55,M,Primary_or_below
2279,36,F,Tertiary
7688,26,M,Tertiary
5626,72,M,Primary_or_below
10225,74,M,Primary_or_below
6221,26,M,Tertiary
9356,20,F,Primary_or_below
5018,53,M,Secondary
8279,46,F,Primary_or_below
1975,36,M,Tertiary
6345,58,F,Tertiary
10751,27,F,Secondary
9764,49,F,Primary_or_below
2435,64,M,Secondary
4924,22,F,Primary_or_below
9841,74,M,Primary_or_below
6312,61,F,Secondary
10016,72,F,Secondary
7758,30,M,Secondary
5139,27,F,Primary_or_below
2880,32,M,Tertiary
7806,44,M,Secondary
2321,47,F,Secondary
1430,74,F,Secondary
2008,52,F,Tertiary
8281,66,M,Secondary
7077,35,F,Primary_or_below
4045,66,M,Secondary
4040,39,M,Secondary
10424,34,M,Secondary
8261,47,M,Secondary
3503,25,F,Tertiary
3321,60,M,Primary_or_below
6933,49,F,Primary_or_below
2291,54,F,Primary_or_below
10629,67,F,Primary_or_below
3808,56,F,Primary_or_below
6795,63,M,Primary_or_below
6222,29,M,Secondary
2625,63,M,Primary_or_below
9935,63,M,Secondary
10448,55,F,Primary_or_below
9908,55,M,Tertiary
7949,63,F,Primary_or_below
10749,46,M,Secondary
3525,73,F,Primary_or_below
2845,20,M,Primary_or_below
3234,23,F,Secondary
3214,70,M,Secondary
8470,64,M,Tertiary
1893,23,F,Primary_or_below
1185,24,F,Tertiary
4797,23,M,Primary_or_below
10216,64,M,Tertiary
6213,41,F,Primary_or_below
8980,38,M,Tertiary
7854,50,M,Primary_or_below
1310,63,F,Tertiary
1580,41,F,Secondary
5334,38,M,Primary_or_below
10201,26,M,Tertiary
1031,32,F,Tertiary
2838,73,M,Tertiary
3821,63,F,Primary_or_below
5617,43,M,Secondary
1604,29,M,Secondary
4420,61,F,Secondary
3694,79,F,Tertiary
3472,78,F,Secondary
10091,72,F,Secondary
9852,37,F,Secondary
5662,75,M,Primary_or_below
1767,77,M,Primary_or_below
5918,76,M,Tertiary
2899,66,F,Primary_or_below
8747,25,F,Tertiary
2509,47,M,Tertiary
3161,21,M,Secondary
3445,36,F,Primary_or_below
8818,60,M,Tertiary
2138,21,M,Secondary
2157,35,F,Secondary
7628,23,M,Secondary
4406,77,F,Secondary
2314,31,F,Secondary
2379,65,F,Tertiary
2874,33,F,Secondary
9027,24,F,Primary_or_below
2527,43,F,Primary_or_below
2554,24,F,Tertiary
2569,74,F,Tertiary
4066,35,M,Tertiary
3066,50,F,Tertiary
3889,59,F,Secondary
10321,45,F,Primary_or_below
2654,74,F,Secondary
7416,41,F,Tertiary
2570,36,F,Secondary
10742,69,M,Tertiary
1064,61,F,Primary_or_below
2633,21,F,Primary_or_below
10363,69,M,Primary_or_below
2707,56,F,Secondary
2992,18,F,Primary_or_below
3178,33,M,Tertiary
9110,53,M,Primary_or_below
7199,67,M,Tertiary
3540,46,M,Tertiary
6045,29,M,Tertiary
9154,35,F,Primary_or_below
7641,63,M,Secondary
3336,51,M,Secondary
8145,68,M,Tertiary
3287,62,F,Tertiary
3595,58,F,Secondary
6473,40,M,Secondary
6472,80,F,Primary_or_below
2391,33,F,Secondary
3270,36,F,Primary_or_below
5088,69,M,Tertiary
8967,35,F,Primary_or_below
10781,32,F,Secondary
6436,53,F,Secondary
8410,46,M,Tertiary
4756,61,F,Tertiary
4965,70,F,Tertiary
4832,33,M,Primary_or_below
5641,58,M,Primary_or_below
3940,58,F,Primary_or_below
9343,21,F,Secondary
9858,61,F,Primary_or_below
4984,58,F,Secondary
6662,55,F,Secondary
2637,64,F,Secondary
6431,63,M,Primary_or_below
6655,67,M,Tertiary
9482,28,M,Secondary
7954,46,M,Secondary
4141,75,F,Tertiary
10910,19,M,Primary_or_below
10754,25,M,Tertiary
9976,70,F,Primary_or_below
4276,60,F,Tertiary
2062,67,F,Secondary
4624,63,M,Primary_or_below
2688,61,M,Secondary
4307,66,M,Primary_or_below
4216,61,F,Tertiary
7155,25,M,Tertiary
7547,67,F,Tertiary
4389,32,F,Secondary
10499,52,F,Tertiary
2927,69,F,Tertiary
4160,47,F,Secondary
7148,28,F,Tertiary
2520,59,F,Secondary
4664,18,F,Tertiary
4064,44,F,Tertiary
6023,55,F,Primary_or_below
4582,24,M,Primary_or_below
10552,60,F,Secondary
2325,18,M,Tertiary
5929,65,M,Tertiary
10093,65,F,Tertiary
3792,26,M,Primary_or_below
5923,40,F,Secondary
7180,53,M,Tertiary
6274,40,F,Primary_or_below
7911,66,F,Secondary
3713,50,M,Primary_or_below
4450,18,F,Primary_or_below
9028,19,F,Tertiary
4341,78,M,Secondary
9987,42,F,Tertiary
7923,22,F,Primary_or_below
1010,42,M,Tertiary
4469,68,F,Primary_or_below
2976,64,F,Tertiary
6042,52,F,Secondary
9444,71,M,Tertiary
2283,49,M,Tertiary
6177,70,M,Tertiary
5769,64,M,Secondary
3422,50,M,Primary_or_below
8310,69,M,Primary_or_below
5261,56,F,Tertiary
5678,43,F,Primary_or_below
1168,19,M,Primary_or_below
8115,29,M,Tertiary
10439,57,M,Primary_or_below
2497,18,M,Primary_or_below
6320,46,F,Tertiary
5308,59,F,Primary_or_below
10985,67,F,Tertiary
8783,69,F,Secondary
10102,72,F,Primary_or_below
10124,46,F,Tertiary
3047,21,M,Secondary
8845,74,F,Tertiary
5491,64,M,Secondary
2581,79,F,Secondary
2755,77,M,Tertiary
5909,68,M,Tertiary
9384,40,M,Tertiary
9648,69,M,Secondary
1621,31,F,Tertiary
6492,36,M,Primary_or_below
4682,33,F,Primary_or_below
2860,58,M,Tertiary
2660,77,M,Tertiary
7635,63,F,Primary_or_below
3295,38,M,Tertiary
9367,45,M,Primary_or_below
6063,30,M,Primary_or_below
5725,60,F,Tertiary
1795,72,F,Tertiary
3493,32,M,Secondary
6305,75,M,Primary_or_below
5816,26,F,Secondary
10859,58,M,Secondary
7583,51,F,Secondary
3619,44,F,Secondary
4020,29,M,Tertiary
7786,66,M,Tertiary
4138,71,M,Tertiary
8313,28,F,Tertiary
6033,77,M,Primary_or_below
8362,38,F,Secondary
6041,37,F,Primary_or_below
6187,54,F,Primary_or_below
8699,54,M,Tertiary
8828,80,F,Tertiary
5212,51,F,Primary_or_below
5314,71,F,Secondary
2408,69,F,Tertiary
10320,80,M,Primary_or_below
2300,79,F,Primary_or_below
6168,30,M,Secondary
6183,33,F,Tertiary
7681,27,F,Tertiary
5482,46,M,Primary_or_below
3068,39,M,Tertiary
1078,44,F,Tertiary
5161,68,M,Tertiary
9620,25,F,Secondary
10673,27,F,Primary_or_below
2998,75,F,Tertiary
9959,32,M,Primary_or_below
5972,69,M,Secondary
6416,65,M,Primary_or_below
8973,31,F,Tertiary
7327,51,F,Tertiary
7448,36,F,Tertiary
2767,70,F,Secondary
6478,67,M,Tertiary
1274,18,F,Tertiary
6442,34,F,Secondary
4911,20,F,Primary_or_below
6506,32,M,Secondary
6537,51,F,Secondary
6567,20,F,Primary_or_below
7483,71,M,Secondary
2474,47,F,Primary_or_below
6642,51,M,Tertiary
2985,42,F,Primary_or_below
7038,61,F,Secondary
1981,61,M,Primary_or_below
6005,79,M,Primary_or_below
8640,34,F,Primary_or_below
6763,77,F,Tertiary
7376,55,M,Primary_or_below
4880,61,F,Tertiary
7880,78,M,Tertiary
10960,57,F,Primary_or_below
10060,38,F,Tertiary
7216,74,F,Secondary
8004,26,M,Tertiary
8357,37,F,Tertiary
6953,58,M,Secondary
10760,18,M,Primary_or_below
8264,45,F,Secondary
2662,80,F,Tertiary
10687,39,M,Primary_or_below
1818,46,F,Primary_or_below
6970,23,F,Secondary
1816,21,M,Primary_or_below
8639,29,F,Secondary
2956,66,M,Secondary
7782,23,F,Tertiary
9397,77,F,Primary_or_below
9887,64,M,Secondary
7301,39,M,Primary_or_below
2426,33,M,Primary_or_below
10180,52,M,Tertiary
7702,71,F,Primary_or_below
7342,42,M,Secondary
7694,19,F,Primary_or_below
3724,47,M,Tertiary
1169,32,M,Primary_or_below
8003,57,M,Tertiary
2596,66,M,Secondary
4903,66,M,Primary_or_below
7718,42,F,Primary_or_below
4950,18,M,Secondary
9461,68,M,Secondary
6541,49,F,Secondary
10664,28,F,Primary_or_below
10183,51,F,Tertiary
7816,18,F,Secondary
10450,22,M,Primary_or_below
7871,30,M,Tertiary
5254,65,M,Primary_or_below
5809,47,M,Tertiary
6447,72,M,Primary_or_below
8618,23,F,Tertiary
5445,54,F,Secondary
10209,72,F,Secondary
8069,74,F,Tertiary
9103,50,M,Secondary
8424,34,M,Tertiary
8155,35,M,Primary_or_below
5858,38,M,Primary_or_below
6088,31,F,Primary_or_below
2901,47,M,Secondary
5912,55,F,Primary_or_below
2766,43,M,Primary_or_below
2950,48,M,Primary_or_below
9546,24,F,Tertiary
6735,66,F,Tertiary
7732,70,M,Secondary
3043,52,M,Primary_or_below
1522,27,F,Primary_or_below
2903,72,M,Secondary
4492,29,M,Secondary
3001,69,M,Primary_or_below
8537,72,F,Primary_or_below
10203,50,M,Tertiary
8607,26,F,Primary_or_below
8901,41,M,Primary_or_below
8653,66,M,Primary_or_below
5714,45,F,Primary_or_below
9963,20,M,Tertiary
2428,30,F,Tertiary
8985,25,F,Tertiary
5586,23,M,Tertiary
4148,78,F,Secondary
1934,23,F,Primary_or_below
9576,34,F,Secondary
4915,53,M,Primary_or_below
7802,25,M,Tertiary
9079,71,F,Secondary
7390,74,M,Primary_or_below
4983,54,M,Primary_or_below
8014,58,F,Tertiary
6189,38,M,Tertiary
8810,51,M,Tertiary
7322,22,M,Secondary
10897,35,M,Secondary
10219,45,F,Secondary
6064,55,M,Secondary
4055,23,M,Tertiary
6077,37,M,Tertiary
2238,35,F,Tertiary
2575,72,F,Primary_or_below
10556,53,F,Primary_or_below
6047,80,F,Tertiary
7213,30,M,Primary_or_below
1030,35,F,Tertiary
7862,32,F,Tertiary
2017,25,M,Secondary
7162,71,M,Primary_or_below
5624,22,F,Secondary
7618,62,F,Tertiary
1345,28,F,Tertiary
4783,26,M,Secondary
5132,70,M,Secondary
10486,24,M,Primary_or_below
8015,35,F,Secondary
10271,56,F,Primary_or_below
8630,53,F,Secondary
5440,69,M,Secondary
8935,60,M,Tertiary
3042,58,M,Tertiary
3265,41,F,Secondary
8341,54,F,Secondary
6756,68,F,Primary_or_below
9009,40,F,Secondary
2231,41,M,Primary_or_below
7429,75,F,Primary_or_below
10699,42,F,Primary_or_below
9123,41,M,Secondary
1876,50,F,Primary_or_below
9144,38,M,Secondary
7087,42,M,Secondary
9228,77,F,Primary_or_below
6205,57,M,Primary_or_below
7528,44,M,Tertiary
9270,33,F,Tertiary
4120,60,F,Tertiary
5453,64,M,Secondary
10274,21,F,Secondary
4194,29,F,Tertiary
6766,48,F,Tertiary
5958,61,F,Primary_or_below
2869,45,F,Primary_or_below
2117,36,M,Tertiary
1427,40,M,Secondary
4672,33,F,Primary_or_below
1170,69,F,Secondary
3144,32,M,Tertiary
10250,64,F,Primary_or_below
10458,76,M,Tertiary
9638,20,M,Primary_or_below
9789,80,F,Primary_or_below
5553,38,F,Tertiary
10772,18,M,Primary_or_below
9862,42,F,Primary_or_below
2239,67,F,Primary_or_below
3184,55,F,Primary_or_below
4405,32,F,Secondary
3869,72,M,Primary_or_below
9932,73,F,Tertiary
9942,49,F,Secondary
3933,76,F,Primary_or_below
5559,21,M,Secondary
6286,20,F,Primary_or_below
2007,65,F,Primary_or_below
2338,53,M,Tertiary
10343,32,M,Primary_or_below
9318,30,F,Tertiary
10175,32,M,Tertiary
10181,39,F,Primary_or_below
8483,55,M,Secondary
2373,47,F,Primary_or_below
10245,22,F,Tertiary
5906,76,M,Primary_or_below
4047,76,F,Tertiary
7153,72,M,Secondary
9305,31,F,Secondary
3762,24,F,Primary_or_below
10478,57,M,Secondary
10480,57,F,Primary_or_below
2873,65,F,Secondary
4840,68,M,Tertiary
2756,26,F,Tertiary
6934,49,F,Tertiary
6860,72,F,Tertiary
3672,66,F,Tertiary
4654,47,M,Secondary
4243,69,M,Secondary
2012,44,F,Primary_or_below
6399,46,F,Secondary
8716,43,M,Primary_or_below
9054,80,M,Secondary
6944,77,M,Primary_or_below
